ID number,1a,1b,1c,2,3.a,3.b,3.c,3.d,3.e,3.f,3.g,4.a,4.b,4.b.name,StandardNames,4bApple,4bmingpao,4bsingtao,4bstar,4borient,4bothers,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10.,5.11,6.a.,6b,6c,6d,6e,6f,6g,6h,7.a,7.b,7.c,7.d,7.e,7.f,7.g,7.h,7.i,7.j,8.a,8b,8c,8.d,8.e,8.f,8.g,8.h,8.i,8.j,8.k,8.l,9a,9b,9c,9d,10.aCleaned,10.bCleaned,10.cCleaned,10.dCleaned,10.eCleaned,10.fCleaned,10.gCleaned,10.hCleaned,10.iCleaned,10.jCleaned,11.a,11.b,11.c,11.d,11.e,11.f,12.a,12.b,12.c,12.d,12.e,12.f,13.a,13.b,13.c,13.d,13.e,13.f,13.g,13.h,13.i,13.j,13.k,13.I,13.m,13.n,13.o,13.p,14.a,14.b,14.c,14.d,14.e,14.f,14.g,15.a.Category,15.a.Category.v1,15.b.Category,15.b.Category.v1,15.c.Category,15.c.Category.v1,15.a.english,15.a.english.v1,15.b.english,15.b.english.v1,15.c.english,15.c.english.v1,17,18,19,20,21,22.a,22b,23,24,25,27.a,27.a_final,27.b,27.c,28.a,28.b,28.c,28.d,28.e,29.a,29.b,29.c,30,31,32,33,34,35,37,36a,36b,36c,36d,36e
1002,3.5,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,3,2,2,3,3,2,3,2,2,40,30,30,60,20,20,40,10,10,20,100,30,4,5,6,4,2,3,3,2,3,2,2,2,3,3,2,4,3,1,5,6,2,4,3,1,5,0,Aunt,cousin,uncle,sister,Aunt,Aunt,mother,Tanya,Aunt,Intermediate uncle,Aunt,Aunt,teacher,friend,teacher,uncle,Aunt,uncle,Tanya,Aunt,Tanya,cousin,uncle,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,NA,NA,1,driver,driver,housewife,NA,1,1,1,0,0,1,1,0,500,student,Tong Kwok Wah Secondary School,14,1,2,1,0,0,0,0,1
1003,6,3.5,2.5,0,0,1,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,NA,3,3,2,2,2,2,3,3,2,2,10,10,20,40,50,20,20,10,10,0,0,60,3,5,4,5,3,3,2,1,4,3,3,1,2,4,2,0,0,3,0,0,1,0,0,2,0,0,"Dad, near",Near,Near,Ma,Ma,Near,Near,Near,Near,Citrus,Near,Near,Near,"Near, Ma, Dad",Near,Near,Near,Near,Near,Ma,Ma,Near,Near,Personal,Personal,Working attitudes,Working attitudes,Job related,Job related,Physical appearance,Physical appearance,Are you punctual?,Are you punctual?,Preferred working time/is flexible working hours ok?/how long can you work in a day,Preferred working time/is flexible working hours ok?/how long can you work in a day,stewardess,0,0,0,TSW,1,0,1,1,1,driver,driver,NA,housewife,0,0,0,0,1,0,NA,1,"1,300",student,Race Mahui Yi Chi College,17,1,3,2,0,0,0,0,1
1004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,1,1,1,1,4,NA,2,1,1,0,0,0,70,50,0,50,90,50,80,0,50,6,1,6,1,3,3,1,1,3,2,2,4,3,4,4,15,4,30,0,0,4,15,4,15,0,0,brother,0,0,0,0,0,0,0,0,0,friend,0,0,friend,0,0,0,0,relative,0,teacher,0,0,Qualifications,Qualifications,Qualifications,Qualifications,Reasons,Reasons,How are your grades?,How are your grades?,What is your working experience?,What is your working experience?,Why do you choose this job?,Why do you choose this job?,High labor,0,NA,0,TSW,1,Tuen Mun Hospital,1,4,1,NA,NA,NA,NA,1,1,1,0,1,0,0,0,250,0,0,14,1,3,1,0,0,0,0,1
1005,11,3.5,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,NA,4,3,3,3,3,3,3,4,4,3,50,20,80,80,90,70,70,60,80,70,80,50,5,4,5,3,3,3,2,4,3,3,2,3,3,3,4,3,4,20,4,5,2,1,2,8,3,2,Cousin,Cousin,father,Mahone,dad,"Brother, sister three",Friends,dad,family,bird,Friends,dad,dad,Lum,Cousin,Three sister,0,0,0,0,0,0,0,Job related,Job related,,,,,How do come to know this job?,How do come to know this job?,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,Kwong Wah,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,500,Students should be,Pui Shing Catholic Secondary School,16,1,4,2,0,0,0,0,1
1006,10,3.5,2,0,0,0,0,0,0,0,0,0,1,East,East,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,NA,3,3,3,3,2,4,3,3,3,3,0,0,0,10,80,60,60,60,80,80,100,90,4,5,7,1,4,4,4,2,3,3,2,2,4,2,1,5,4,2,3,0,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,sister,0,0,family,0,0,0,0,sister,0,sister,0,0,Reasons,Reasons,Qualifications,Qualifications,,,Why do you choose this job?,Why do you choose this job?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Missing,Missing,NA,0,0,0,TSW,1,0,4,4,1,worker,worker,Occupation housewife,NA,1,1,1,0,0,1,0,2,100,student,Tin Shui Wai Government Secondary School,14,1,5,2,0,0,0,0,1
1007,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,NA,3,3,3,3,3,3,3,4,3,4,0,50,60,50,90,60,80,20,10,20,0,40,4,5,4,5,4,4,4,4,4,4,3,3,1,2,5,0,0,50,0,0,5,0,0,10,0,0,cousin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,YL,1,0,1,1,1,NA,NA,NA,NA,1,1,0,0,0,1,1,1,0,0,0,10,1,3,2,0,0,0,0,1
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,90,90,60,100,100,90,80,90,90,80,70,0,5,3,1,4,2,3,2,4,3,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Salary,Salary,,,,,What is your expected salary level?,What is your expected salary level?,Missing,Missing,Missing,Missing,Comfortably,0,15000,0,TSW,1,0,NA,1,1,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,18,1,5,2,0,0,0,0,1
1009,5,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,"Webtoon, Weibo",1,0,1,1,0,1,0,NA,2,2,2,2,2,2,2,3,3,1,10,0,10,10,10,10,10,50,0,10,0,0,5,1,6,1,2,3,1,4,3,3,2,4,2,3,4,0,0,10,1,2,0,0,0,8,0,1,caiman,Xiaohui,0,0,0,Google,>10,Google,government,Welcoming home,0,0,0,>10,phoenix,Joe,0,"Lene, Tong",0,0,0,mom,0,Salary,Salary,Job related,Job related,Company related,Company related,What is your expected salary level?,What is your expected salary level?,Job promotion,Job promotion,Does the company provide any training opportunity?,Does the company provide any training opportunity?,design,10000,30000,500000,TSW,1,Dongguan hospital,1,4,1,Bus drivers,Bus drivers,housewife,housewife,1,1,1,0,0,1,1,1,400,student,Hku,19,1,3,NA,0,0,0,0,1
1010,2,2,2,2,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"Telegram, Weibo",0,0,1,1,0,1,1,NA,2,2,2,2,2,2,3,2,2,2,50,50,0,0,0,50,0,100,100,100,100,0,7,1,7,1,3,4,4,2,3,2,1,1,4,1,6,0,0,6,1,0,6,0,0,6,1,0,caiman,0,0,0,0,0,"Lene, Hui",Dr Chan,dad,KAT,ALEX,0,Google,Friends,Google,website,0,"Lene, Hui",0,0,0,0,0,Personal,Personal,Reasons,Reasons,Qualifications,Qualifications,Tell me about yourself,Tell me about yourself,Why do you choose this job?,Why do you choose this job?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Less work pressure,NA,15000,15000,TSW,1,Forgot,4,4,1,Skilled worker,Skilled worker,housewife,NA,1,1,1,0,0,0,0,0,800,Student,HKDI,20,1,3,2,0,0,0,0,1
1011,1,1,0,1,0,0,0,0,0,0,0,0,1,Apple,Apple,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,"Telegram, Weibo",0,0,1,1,0,1,1,NA,3,2,2,2,2,3,3,3,3,2,50,0,10,20,50,70,70,50,30,30,0,-100,5,3,7,1,3,3,3,2,3,3,3,3,3,4,3,10,0,20,0,2,3,4,0,10,0,2,"Cayman, Jong, Mary, Many Many",Mysty. Nicola,0,0,0,0,"Tung, Ki, As, Mysty, Wing",0,Mum,Of,"Tung, factories",0,0,"Wing, Tung, Ki Fai, How","Wing, Suki","Wing, Miss Lui, Keith","Keith, Dee, Joyce","Wing, Mary, Hong, Suki, Erika",Leanna,0,Dickson,head,My bro,Reasons,Reasons,Qualifications,Qualifications,,,Why do you choose this job?,Why do you choose this job?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,,,"About design, Nice boss, Nice environment, Nice position and benefit",0,20000,40000,TSW,1,Renji,4,4,1,Maker,Maker,Cleaner,NA,1,1,1,0,0,1,1,0,500,Unemployed,HKDI,24,1,3,2,0,0,0,0,1
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,NA,3,3,3,4,3,3,2,3,3,3,10,20,20,10,30,20,30,30,30,0,20,30,2,3,4,3,3,3,3,3,3,4,3,3,3,3,3,5,0,5,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Don't know yet,300,0,0,TSW,1,Tuen Mun Hospital,1,1,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,300,student,FTWSS,13,1,3,2,0,0,0,0,1
1013,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,NA,3,3,2,2,2,2,2,3,3,2,80,80,80,80,60,70,70,70,70,70,70,70,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,0,1,10,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Interior design,0,0,0,TSW,1,Tuen Mun Hospital,2,1,1,NA,NA,NA,mom,0,1,1,1,0,1,0,0,50,student,LIVE,15,1,2,2,0,0,0,0,1
1014,2,2,2,1,0,0,0,0,0,0,0,0,1,East,East,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,NA,3,3,3,3,3,3,3,3,3,3,40,30,80,100,100,10,100,0,0,0,10,0,3,3,3,3,2,1,2,3,3,NA,3,1,2,2,1,0,0,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Best friend,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,Tuen Mun Hospital,1,4,NA,Machine operator,Machine operator,Director of Operations,NA,1,1,0,0,0,1,1,0,"3,000",student,YLMASS,12,1,4,2,0,0,0,0,1
1015,3.5,3.5,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,NA,3,3,3,3,3,3,3,3,3,2,20,20,20,100,100,100,90,20,20,10,20,90,7,6,7,6,3,2,2,4,3,2,2,3,4,3,4,10,2,99,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Working hours: 9 am-5pm,0,0,0,TSW,1,Tuen Mun Hospital,4,4,1,Catering,Catering,Catering,NA,1,1,1,0,0,1,1,0,0,student,CLSMSS,12,1,4,2,0,0,0,0,1
1016,3,3,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,NA,3,3,3,3,3,3,3,4,3,4,50,60,50,40,60,50,40,60,60,40,40,50,4,4,3,5,4,3,3,4,3,4,2,2,2,3,2,5,12,2,99,1,0,2,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good friend,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Can help others,0,0,0,YL,1,Tuen Mun Hospital,1,1,1,truck driver,truck driver,package,Yard,1,1,1,1,1,1,1,2,400,student,Yuen Long Merchants Association Secondary School,13,1,3,2,0,0,0,0,1
1017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,NA,3,3,2,2,2,3,2,2,2,2,50,50,50,50,40,60,60,60,60,60,10,60,5,3,6,4,2,2,3,2,2,2,2,2,2,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,4,4,4,chef,chef,Waiter,NA,1,1,1,0,0,1,1,0,"2,000",Salesperson,Primitives,17,1,3,2,0,0,0,0,1
1018,16,1,0,0,0,0,0,0,0,0,0,0,1,Headline Daily,Headline Daily,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,3,2,3,3,2,2,2,3,3,3,10,0,10,0,0,20,30,10,40,0,50,10,4,3,6,1,3,3,4,2,3,3,3,4,3,4,2,10,1,5,1,0,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,Carmen,0,0,Raindy,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,Kwong Wah,5,5,5,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,student,0,15,NA,3,2,0,0,0,0,1
1019,1,3.5,1,0,0,0,0,0,0,5.5,0,0,1,apple,apple,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,60,60,10,10,0,60,60,60,60,60,60,60,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,0,5,2,1,3,3,0,3,3,3,Chris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,SS,3,Forgot,2,NA,2,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,student,CBT,19,1,3,2,0,0,0,0,0
1020,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,NA,4,4,3,3,3,3,3,3,3,3,70,70,80,80,80,60,60,60,90,90,80,0,4,4,4,4,3,3,3,3,3,3,3,2,3,1,6,10,0,10,3,0,6,10,0,10,1,0,0,0,0,0,0,0,Dad/Mum,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,5,5,5,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,student,0,13,1,2,2,0,0,0,0,0
1021,1,1,11,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,study,3,3,3,3,3,3,2,4,4,2,100,100,100,100,80,80,60,30,100,100,100,100,7,1,4,7,3,3,4,4,4,4,1,1,3,1,3,0,2,15,3,5,3,0,0,1,0,1,"Connie, Ting",0,0,0,0,Mom,"Mom, Dad, Charlie, Kwan, CHarles, Connie, Ting",0,"Mom, Dad, Connie","Kwan, Charlie","Kwan, CHarlie, TIng",0,0,"Kwan, Connie, TIng",0,Mom,0,0,"Mom, Lun, Kwan, Connie, Charles, Ellen",Vicky,"Connie, Ellen",0,0,Working attitudes,Working attitudes,Job related,Job related,Working attitudes,Working attitudes,Are you punctual?,Are you punctual?,Preferred working time/is flexible working hours ok?/how long can you work in a day,Preferred working time/is flexible working hours ok?/how long can you work in a day,Can you work well with your colleagues/with people? Teamwork,Can you work well with your colleagues/with people? Teamwork,Money-rich with reputation,5500,30000,60000,TSW,2,Princess Margaret Hospital,1,4,4,Electronic Technology,Electronic Technology,Health care,NA,1,1,1,0,0,1,1,0,0,"Students, part-time nursing home assistant",Caritas Institute of Higher Education,20,1,4,1,0,0,0,0,1
1022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,NA,4,4,4,4,4,4,4,4,4,4,90,90,90,90,90,90,90,90,90,0,90,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,10,10,10,0,6,10,10,10,10,0,I,Ann,mom,mom,Mum,Alice,Annie,Anna,Dad,Peter,Maggie,Alice,CHarlotte,Chocolate,Simon,Sunny,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
1023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,NA,3,3,3,3,3,3,3,2,3,3,70,0,0,0,70,70,0,70,70,70,70,0,5,5,5,4,3,4,3,1,1,1,3,1,4,4,4,0,0,10,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,dad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,5,5,1,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
1024,5,1,0,0,0,0,0,0,0,0,0,0,1,apple,apple,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,4,2,3,3,2,3,3,4,3,3,0,0,90,90,90,80,80,80,90,90,100,90,7,1,7,1,4,4,4,2,3,2,3,4,4,2,3,2,1,5,2,0,3,1,1,5,1,0,Nguyen xx,I,Ken,Miss lAm,My Mom,Mom,Miss Ng,0,Mom,My best fd,former,Mr Ng,Miss Wong,former,Miss Wong,Miss x,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,lawyer,0,0,0,TSW,1,Tuen Mun Hospital,1,4,"1,4",chef,chef,housewife,NA,0,1,1,0,0,1,0,0,0,student,YYC,13,1,3,2,0,0,0,0,1
1025,3.5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,NA,3,3,3,2,2,3,2,2,2,2,50,70,80,100,30,80,80,70,100,50,100,50,5,1,6,2,3,3,3,2,3,3,1,4,3,1,3,5,1,10,1,0,3,3,0,3,1,0,Cousin,0,0,mom,mom,mom,mom,mom,mom,Becky,Becky,mom,Chen,mom,Chen,Chen,Chen,Chen,Chen,Chen,0,0,0,Reasons,Reasons,Qualifications,Qualifications,Qualifications,Qualifications,Why do you choose this job?,Why do you choose this job?,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,Strengths and weakness,Strengths and weakness,Ye learned,0,10000,17000,TSW,1,Tuen Mun Hospital,1,3,1,NA,NA,NA,NA,0,1,1,0,0,1,0,0,800,student,TWGHs Guo Yiwei high school,16,1,1,2,0,0,0,0,1
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,50,50,50,50,50,4,4,4,4,3,3,3,2,2,2,3,2,3,2,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,4,4,1,Do not know,Do not know,clerk,Do not know,1,1,1,0,0,1,1,0,200,student,YYC,13,1,3,2,0,0,0,0,1
1027,11,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,0,50,50,70,60,100,70,80,100,100,50,10,4,3,6,5,4,4,3,2,1,1,NA,NA,NA,NA,4,0,0,26,5,0,4,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sister, Peggy, Janice, Anson",0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,Forgot,4,1,1,NA,NA,housewife,housewife,0,1,1,0,1,1,0,1,0,student,Tang Siu Tong Secondary School,12,1,3,2,0,0,0,0,1
1028,11,3.5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,NA,4,3,2,3,3,3,3,2,2,3,0,0,0,0,70,50,50,30,30,60,30,0,3,2,5,4,4,2,2,1,NA,3,3,1,3,1,5,6,4,30,5,0,5,1,2,15,4,0,sister,sister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,4,4,4,Pastry chef,Pastry chef,housewife,NA,1,1,1,0,0,1,1,0,125,student,0,11,1,3,2,0,0,0,0,0
1029,1,1,1,1,0,0,0,0,0,0,0,0,1,Ming Pao,Ming Pao,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,4,4,4,4,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,90,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,10,1,0,2,2,0,5,0,0,Peter,Alex,Rex,John,Roy,Ken,Vincent,Annie,Amy,Ivy,Irene,Mary,Chris,Queenie,I,Benny,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,coach,0,100000,1000000,TW,1,Hong,2,2,NA,Small business owners,Small business owners,Small business owners,NA,1,1,0,0,0,0,0,0,0,Travel around the world,M Stubbs,18,1,1,1,0,0,0,0,0
1030,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,NA,3,2,2,2,2,3,2,3,3,2,100,50,50,80,30,90,90,50,50,50,50,50,4,4,4,4,3,3,4,2,4,2,2,3,3,2,3,0,0,4,0,0,3,0,0,2,0,0,0,0,0,Father,Father,Father,Father,Father,Father,friends,friends,father,father,friends,father,father,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,2,Kwong Wah,2,1,1,Computer Director,Computer Director,clerk,NA,1,1,1,0,0,0,0,0,5,student,Jockey Club Ti-I College,17,1,4,1,0,0,0,0,1
1031,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,NA,3,3,3,2,2,2,3,2,3,2,50,20,50,90,30,30,40,50,50,0,100,50,4,5,5,3,3,3,3,2,2,3,2,4,2,3,3,2,0,6,2,0,3,2,0,6,2,0,0,0,0,0,0,0,"Mom, Dad, friends",0,0,0,friend,0,0,friend,0,0,0,0,0,0,0,0,0,Reasons,Reasons,Job related,Job related,Salary,Salary,Why do you choose this job?,Why do you choose this job?,Do you understand the job requirements/how much do you know about the job,Do you understand the job requirements/how much do you know about the job,What is your expected salary level?,What is your expected salary level?,nurse,0,9000,10001,TSW,1,0,1,4,1,Technical maintenance,Technical maintenance,housewife,NA,1,1,1,0,0,1,1,0,"1,000",student,CCKYC,14,1,4,2,0,0,0,0,1
1032,0,0,0,4,2,0,2,0,0,2,0,1,1,Apple,Apple,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,40,40,50,40,60,20,30,40,70,60,20,0,5,3,6,4,3,3,3,3,3,3,3,3,3,3,1,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,Reasons,Reasons,Company related,Company related,Working attitudes,Working attitudes,Why do you choose this job?,Why do you choose this job?,What can you contribute to this company,What can you contribute to this company,Can you work well with your colleagues/with people? Teamwork,Can you work well with your colleagues/with people? Teamwork,With high salary,0,20,10000,TM,1,0,5,5,5,NA,NA,NA,NA,0,0,0,0,1,0,0,1,"5,000",Student,CCCKLC,12,1,5,2,0,0,0,0,1
1033,1,3.5,1,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,NA,3,3,3,3,3,3,3,3,3,3,100,90,80,10,100,100,90,50,70,60,50,40,4,5,4,5,3,3,3,3,3,3,3,2,3,4,2,5,6,4,3,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Social worker,0,10000,20000,YL,1,Tuen Mun Hospital,1,1,NA,chef,chef,NA,NA,1,0,0,0,0,1,1,0,500,student,CCCKYC,15,1,4,2,0,0,0,0,1
1034,1,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,NA,3,3,3,3,2,3,3,2,3,2,80,40,50,80,60,60,60,60,70,60,60,40,4,4,5,3,2,2,3,2,3,3,2,3,2,2,4,3,0,5,0,0,4,1,0,5,0,0,Zoe,0,0,father,father,father,"Sister, Mona",0,family,"Mona, Sophie",friend,0,Mona,friend,Mona,Mona,Mona,Mona,0,0,0,0,tomato,Reasons,Reasons,Qualifications,Qualifications,Qualifications,Qualifications,Why do you choose this job?,Why do you choose this job?,Why are you suitable for this job,Why are you suitable for this job,Are you work in the same industry/similar job before?,Are you work in the same industry/similar job before?,civilian,NA,11000,20000,TSW,1,0,1,1,1,worker,worker,housewife,NA,1,1,1,0,0,1,1,0,500,student,CESOSASS,19,1,3,2,0,0,0,0,1
